Id,Patron Type Definition,Total Checkouts,Total Renewals,Age Range,Home Library Definition,Circulation Active Month,Circulation Active Year,Notice Preference Definition,Provided Email Address,Year Patron Registered,Outside of County,Supervisor District
4483,ADULT,0,0,20 to 24 years,Main Library,None,None,phone,FALSE,2013,FALSE,8
4484,ADULT,11,20,60 to 64 years,Main Library,February,2015,email,TRUE,2005,FALSE,1
4485,ADULT,27,2,45 to 54 years,Sunset,April,2015,print,FALSE,2008,FALSE,5
4486,ADULT,78,15,25 to 34 years,West Portal,June,2016,email,TRUE,2003,FALSE,3
4487,ADULT,0,0,25 to 34 years,West Portal,None,None,email,TRUE,2010,TRUE,
4488,ADULT,11,3,35 to 44 years,Excelsior,October,2014,email,TRUE,2014,FALSE,11
4489,ADULT,5,17,35 to 44 years,Glen Park,October,2015,email,TRUE,2012,FALSE,11
4490,ADULT,8,0,55 to 59 years,Main Library,May,2013,email,TRUE,2009,TRUE,
4491,ADULT,3,4,20 to 24 years,Western Addition,April,2016,phone,FALSE,2014,TRUE,
4492,ADULT,11,4,35 to 44 years,Mission,January,2014,email,TRUE,2009,TRUE,
4493,ADULT,0,0,45 to 54 years,Potrero,None,None,email,TRUE,2012,FALSE,
4494,ADULT,125,136,25 to 34 years,Park,June,2016,email,TRUE,2008,FALSE,5
4495,ADULT,32,0,35 to 44 years,Main Library,April,2013,email,TRUE,2008,FALSE,8
4496,ADULT,18,22,35 to 44 years,Richmond,March,2007,email,TRUE,2003,TRUE,
4497,ADULT,92,56,20 to 24 years,North Beach,July,2016,email,TRUE,2003,FALSE,3
4498,ADULT,982,1140,55 to 59 years,Chinatown,July,2016,phone,FALSE,2003,FALSE,1
4499,ADULT,24,34,25 to 34 years,Park,April,2016,email,TRUE,2005,FALSE,
4500,ADULT,9,0,25 to 34 years,Main Library,May,2015,email,TRUE,2008,FALSE,4
4501,ADULT,15,18,35 to 44 years,Eureka Valley/Harvey Milk Memorial,November,2013,email,TRUE,2003,FALSE,
4502,ADULT,29,0,35 to 44 years,Ingleside,October,2015,email,TRUE,2014,FALSE,7
4503,ADULT,13,2,25 to 34 years,Main Library,December,2015,email,TRUE,2015,FALSE,3
4504,ADULT,168,6,45 to 54 years,Main Library,January,2016,email,TRUE,2015,FALSE,6
4505,ADULT,80,43,35 to 44 years,Mission,June,2016,email,TRUE,2012,FALSE,9
4506,SENIOR,53,6,65 to 74 years,Mission,October,2014,phone,FALSE,2003,TRUE,
4507,ADULT,4,8,35 to 44 years,Main Library,July,2016,email,TRUE,2010,FALSE,9
4508,ADULT,27,31,25 to 34 years,Main Library,August,2015,email,TRUE,2012,FALSE,11
4509,ADULT,66,0,45 to 54 years,North Beach,July,2016,phone,FALSE,2008,FALSE,6
4510,ADULT,182,49,25 to 34 years,Main Library,March,2015,email,TRUE,2014,FALSE,6
4511,ADULT,325,93,45 to 54 years,Chinatown,June,2016,phone,FALSE,2003,FALSE,10
4512,ADULT,2,0,45 to 54 years,Merced,July,2016,email,TRUE,2009,TRUE,
4513,ADULT,43,92,25 to 34 years,Anza,July,2016,email,TRUE,2008,FALSE,1
4514,ADULT,22,4,25 to 34 years,North Beach,January,2016,email,TRUE,2010,FALSE,4
4515,ADULT,8,1,25 to 34 years,Portola,October,2013,email,TRUE,2003,FALSE,1
4516,ADULT,1290,1183,45 to 54 years,Ocean View,July,2016,email,TRUE,2009,FALSE,11
4517,ADULT,1,0,45 to 54 years,Chinatown,April,2013,email,TRUE,2013,FALSE,3
4518,ADULT,84,56,35 to 44 years,Mission,September,2010,email,TRUE,2003,FALSE,9
4519,ADULT,52,38,20 to 24 years,Chinatown,November,2010,email,TRUE,2008,FALSE,11
4520,ADULT,10,22,25 to 34 years,Main Library,October,2015,email,TRUE,2015,FALSE,5
4521,SENIOR,320,52,65 to 74 years,North Beach,July,2014,phone,FALSE,2003,FALSE,3
4522,WELCOME,1,0,20 to 24 years,Main Library,January,2016,email,TRUE,2015,TRUE,
4523,SENIOR,4,5,65 to 74 years,Richmond,October,2014,email,TRUE,2010,FALSE,1
4524,ADULT,57,42,35 to 44 years,Mission Bay,February,2014,email,TRUE,2013,FALSE,6
4525,ADULT,7,0,25 to 34 years,Mission,December,2013,email,TRUE,2010,TRUE,
4526,ADULT,10,14,45 to 54 years,Main Library,May,2014,email,TRUE,2010,TRUE,
4527,WELCOME,1,0,20 to 24 years,Main Library,June,2014,email,TRUE,2014,FALSE,4
4528,WELCOME,1,1,45 to 54 years,Main Library,July,2015,phone,FALSE,2015,FALSE,6
4529,ADULT,56,128,35 to 44 years,Main Library,July,2016,email,TRUE,2009,FALSE,7
4530,ADULT,41,0,45 to 54 years,Glen Park,June,2016,email,TRUE,2008,FALSE,8
4531,STAFF,3604,3132,45 to 54 years,North Beach,July,2016,email,TRUE,2003,FALSE,9
4532,ADULT,158,255,55 to 59 years,Golden Gate Valley,June,2016,email,TRUE,2014,FALSE,2
4533,ADULT,0,0,45 to 54 years,Ortega,None,None,email,TRUE,2007,TRUE,
4534,ADULT,25,11,55 to 59 years,Ingleside,November,2013,email,TRUE,2003,FALSE,11
4535,ADULT,489,438,35 to 44 years,Main Library,July,2016,email,TRUE,2010,FALSE,9
4536,ADULT,6,0,25 to 34 years,Presidio,April,2016,email,TRUE,2016,FALSE,2
4537,ADULT,8,1,25 to 34 years,Main Library,November,2015,email,TRUE,2014,TRUE,
4538,ADULT,189,41,45 to 54 years,Ingleside,June,2016,email,TRUE,2005,FALSE,7
4539,ADULT,178,116,35 to 44 years,Noe Valley/Sally Brunn,March,2014,email,TRUE,2008,FALSE,8
4540,ADULT,8,0,45 to 54 years,Main Library,June,2015,email,TRUE,2015,FALSE,11
4541,ADULT,126,6,25 to 34 years,Ortega,April,2014,print,TRUE,2003,FALSE,4
4542,ADULT,4,9,60 to 64 years,West Portal,December,2014,email,TRUE,2003,FALSE,7
4543,ADULT,18,7,25 to 34 years,Marina,July,2016,email,TRUE,2010,FALSE,2
4544,ADULT,1,3,20 to 24 years,Ingleside,January,2015,print,FALSE,2013,FALSE,7
4545,ADULT,56,4,25 to 34 years,Main Library,May,2016,phone,FALSE,2014,FALSE,10
4546,ADULT,7,0,20 to 24 years,Merced,October,2012,email,TRUE,2012,FALSE,11
4547,AT USER ADULT,895,380,55 to 59 years,Unknown,February,2013,phone,FALSE,2003,FALSE,9
4548,ADULT,21,2,45 to 54 years,Main Library,June,2016,email,TRUE,2007,FALSE,5
4549,ADULT,19,9,20 to 24 years,Main Library,October,2014,email,TRUE,2010,FALSE,
4550,ADULT,20,32,35 to 44 years,Main Library,August,2014,email,TRUE,2010,FALSE,
4551,TEACHER CARD,63,2,65 to 74 years,Eureka Valley/Harvey Milk Memorial,May,2016,email,TRUE,2014,FALSE,8
4552,ADULT,433,378,25 to 34 years,Glen Park,July,2016,email,TRUE,2003,FALSE,11
4553,ADULT,20,0,45 to 54 years,Chinatown,October,2010,print,FALSE,2010,FALSE,1
4554,ADULT,29,33,45 to 54 years,Marina,May,2016,email,TRUE,2003,FALSE,
4555,ADULT,72,0,45 to 54 years,Visitacion Valley,October,2013,email,TRUE,2003,FALSE,10
4556,BOOKS BY MAIL,139,92,45 to 54 years,Unknown,April,2016,phone,FALSE,2004,FALSE,10
4557,ADULT,21,0,35 to 44 years,Glen Park,June,2016,email,TRUE,2010,FALSE,5
4558,ADULT,61,38,45 to 54 years,Sunset,September,2015,email,TRUE,2007,FALSE,7
4559,ADULT,2,0,20 to 24 years,North Beach,July,2016,email,TRUE,2012,FALSE,
4560,ADULT,638,166,45 to 54 years,Main Library,July,2016,email,TRUE,2009,FALSE,6
4561,ADULT,132,14,25 to 34 years,Mission,July,2016,phone,FALSE,2011,FALSE,9
4562,ADULT,4,0,55 to 59 years,Portola,January,2010,phone,FALSE,2009,FALSE,9
4563,ADULT,20,7,60 to 64 years,Chinatown,May,2016,phone,FALSE,2009,FALSE,4
4564,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4565,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4566,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4567,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4568,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4569,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4570,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4571,ADULT,0,0,25 to 34 years,Sunset,None,None,email,TRUE,2012,FALSE,7
4572,SENIOR,42,98,65 to 74 years,Marina,January,2015,email,TRUE,2009,FALSE,
4573,ADULT,1,4,25 to 34 years,Park,November,2012,email,TRUE,2009,FALSE,5
4574,ADULT,371,12,55 to 59 years,Main Library,June,2014,print,FALSE,2008,FALSE,6
4575,SENIOR,230,52,65 to 74 years,Main Library,April,2016,email,TRUE,2003,FALSE,2
4576,ADULT,51,28,55 to 59 years,Main Library,October,2013,email,TRUE,2003,FALSE,1
4577,ADULT,4,9,25 to 34 years,Ingleside,October,2012,email,TRUE,2010,FALSE,7
4578,WELCOME,1,0,45 to 54 years,Main Library,March,2015,email,TRUE,2015,FALSE,10
4579,WELCOME,1,0,45 to 54 years,Main Library,March,2015,email,TRUE,2015,FALSE,10
4580,ADULT,4,8,25 to 34 years,Sunset,November,2015,email,TRUE,2015,FALSE,5
4581,ADULT,3329,530,35 to 44 years,Park,July,2016,email,TRUE,2003,FALSE,5
4582,ADULT,22,3,45 to 54 years,Chinatown,July,2016,print,TRUE,2004,FALSE,3
4583,WELCOME,1,0,35 to 44 years,West Portal,June,2016,email,TRUE,2012,FALSE,
4584,ADULT,82,100,25 to 34 years,Mission,February,2015,email,TRUE,2012,FALSE,9
4585,ADULT,443,614,35 to 44 years,Bernal Heights,December,2015,phone,FALSE,2010,FALSE,9
4586,ADULT,292,67,25 to 34 years,Main Library,June,2016,email,TRUE,2006,FALSE,6
4587,SPECIAL,473,595,35 to 44 years,Children's Bookmobile,July,2015,phone,FALSE,2006,FALSE,10
4588,ADULT,276,53,20 to 24 years,Sunset,July,2013,email,TRUE,2003,FALSE,4
4589,ADULT,2,0,55 to 59 years,Main Library,November,2012,print,FALSE,2012,FALSE,3
4590,ADULT,0,0,35 to 44 years,Main Library,October,2013,email,TRUE,2013,TRUE,
4591,ADULT,129,115,25 to 34 years,Main Library,June,2016,email,TRUE,2005,FALSE,9
4592,ADULT,14,0,25 to 34 years,Mission,October,2013,phone,FALSE,2013,FALSE,9
4593,ADULT,61,3,25 to 34 years,Main Library,August,2014,print,FALSE,2011,FALSE,6
4594,ADULT,31,14,35 to 44 years,Richmond,June,2016,email,TRUE,2009,FALSE,1
4595,ADULT,96,25,25 to 34 years,Ingleside,April,2014,email,TRUE,2009,TRUE,
4596,ADULT,5,14,25 to 34 years,Main Library,October,2013,email,TRUE,2011,FALSE,7
4597,ADULT,6,0,25 to 34 years,North Beach,February,2015,phone,TRUE,2013,FALSE,3
4598,SENIOR,366,108,65 to 74 years,Main Library,July,2016,email,TRUE,2011,TRUE,
4599,ADULT,94,93,20 to 24 years,Richmond,January,2014,email,TRUE,2009,FALSE,1
4600,SENIOR,215,316,65 to 74 years,Excelsior,December,2015,phone,TRUE,2007,FALSE,10
4601,ADULT,52,60,25 to 34 years,Richmond,September,2014,email,TRUE,2006,FALSE,1
4602,ADULT,12,12,25 to 34 years,Richmond,December,2014,email,TRUE,2011,FALSE,1
4603,ADULT,1590,1049,25 to 34 years,West Portal,July,2016,email,TRUE,2003,FALSE,7
4604,ADULT,123,40,45 to 54 years,Parkside,November,2015,email,TRUE,2003,FALSE,9
4605,ADULT,4,2,35 to 44 years,Main Library,April,2014,email,TRUE,2009,FALSE,3
4606,ADULT,65,0,45 to 54 years,Main Library,July,2014,email,TRUE,2008,FALSE,
4607,ADULT,65,7,20 to 24 years,Main Library,November,2013,print,FALSE,2003,FALSE,4
4608,ADULT,3,0,20 to 24 years,Mission Bay,September,2014,email,TRUE,2014,FALSE,6
4609,ADULT,169,190,25 to 34 years,West Portal,April,2016,email,TRUE,2003,FALSE,4
4610,ADULT,4,0,25 to 34 years,Richmond,May,2014,email,TRUE,2014,FALSE,1
4611,ADULT,1155,102,60 to 64 years,Anza,July,2016,print,TRUE,2010,FALSE,1
4612,ADULT,1335,3628,60 to 64 years,Chinatown,July,2016,phone,FALSE,2007,TRUE,
4613,ADULT,46,7,60 to 64 years,Presidio,December,2014,email,TRUE,2003,FALSE,
4614,ADULT,87,25,25 to 34 years,Mission Bay,June,2016,email,TRUE,2015,FALSE,1
4615,ADULT,242,49,35 to 44 years,West Portal,July,2013,email,TRUE,2009,FALSE,8
4616,SENIOR,149,153,65 to 74 years,Western Addition,July,2016,email,TRUE,2003,TRUE,
4617,SENIOR,1396,110,65 to 74 years,Western Addition,July,2016,email,TRUE,2003,FALSE,
4618,ADULT,6,10,25 to 34 years,Ortega,June,2015,email,TRUE,2012,FALSE,4
4619,ADULT,40,33,25 to 34 years,Anza,October,2013,phone,FALSE,2003,FALSE,1
4620,ADULT,78,88,25 to 34 years,Main Library,June,2016,email,TRUE,2015,FALSE,5
4621,ADULT,99,1,45 to 54 years,Bayview/Linda Brooks-Burton,July,2016,email,TRUE,2014,FALSE,10
4622,ADULT,2,2,35 to 44 years,Bernal Heights,May,2015,email,TRUE,2015,FALSE,9
4623,ADULT,2,0,25 to 34 years,Richmond,May,2014,email,TRUE,2013,FALSE,1
4624,ADULT,24,0,45 to 54 years,Noe Valley/Sally Brunn,June,2015,email,TRUE,2014,FALSE,8
4625,ADULT,14,3,25 to 34 years,Chinatown,August,2015,email,TRUE,2011,FALSE,3
4626,ADULT,2,0,60 to 64 years,Glen Park,November,2009,email,TRUE,2009,FALSE,7
4627,SENIOR,63,4,65 to 74 years,Main Library,July,2013,print,FALSE,2010,FALSE,6
4628,ADULT,0,0,45 to 54 years,Chinatown,None,None,phone,FALSE,2015,FALSE,11
4629,ADULT,123,3,20 to 24 years,Portola,March,2016,email,TRUE,2009,FALSE,10
4630,WELCOME,0,0,35 to 44 years,Main Library,January,2016,email,TRUE,2015,FALSE,6
4631,ADULT,37,29,25 to 34 years,Main Library,November,2013,email,TRUE,2012,FALSE,8
4632,ADULT,17,0,35 to 44 years,Eureka Valley/Harvey Milk Memorial,May,2013,email,TRUE,2013,FALSE,8
4633,ADULT,1826,761,20 to 24 years,Main Library,July,2016,email,TRUE,2003,FALSE,6
4634,ADULT,247,177,35 to 44 years,Marina,July,2016,email,TRUE,2006,FALSE,2
4635,SENIOR,6,0,65 to 74 years,Bernal Heights,January,2015,email,TRUE,2010,FALSE,9
4636,ADULT,15,5,45 to 54 years,Park,December,2012,email,TRUE,2003,FALSE,5
4637,ADULT,36,1,20 to 24 years,Ingleside,April,2016,phone,TRUE,2010,FALSE,9
4638,ADULT,8,3,45 to 54 years,Merced,December,2014,email,TRUE,2003,FALSE,11
4639,ADULT,297,3,20 to 24 years,Main Library,July,2013,phone,FALSE,2009,FALSE,6
4640,ADULT,0,0,25 to 34 years,Main Library,January,2012,email,TRUE,2012,TRUE,
4641,ADULT,7,5,35 to 44 years,Ortega,August,2014,email,TRUE,2013,FALSE,
4642,ADULT,6,0,35 to 44 years,Main Library,July,2015,phone,FALSE,2006,FALSE,10
4643,ADULT,87,2,45 to 54 years,Main Library,May,2015,email,TRUE,2003,FALSE,4
4644,ADULT,3,0,45 to 54 years,Ortega,June,2015,email,TRUE,2011,FALSE,7
4645,SENIOR,1,3,60 to 64 years,Main Library,November,2015,phone,FALSE,2015,FALSE,9
4646,ADULT,0,0,25 to 34 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,TRUE,
4647,ADULT,0,0,25 to 34 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,TRUE,
4648,ADULT,0,0,25 to 34 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,TRUE,
4649,ADULT,124,112,25 to 34 years,Main Library,September,2010,phone,FALSE,2003,FALSE,6
4650,ADULT,2,0,25 to 34 years,Main Library,March,2016,print,FALSE,2009,FALSE,4
4651,ADULT,1,3,35 to 44 years,Ortega,December,2013,email,TRUE,2013,FALSE,4
4652,ADULT,49,2,60 to 64 years,Marina,August,2014,email,TRUE,2003,FALSE,7
4653,WELCOME,0,0,45 to 54 years,Main Library,None,None,email,TRUE,2010,FALSE,1
4654,ADULT,1,0,20 to 24 years,Presidio,June,2015,email,TRUE,2015,FALSE,4
4655,WELCOME,0,0,25 to 34 years,Park,None,None,email,TRUE,2016,FALSE,3
4656,ADULT,12,1,45 to 54 years,Main Library,January,2014,phone,TRUE,2013,TRUE,
4657,ADULT,191,71,35 to 44 years,Glen Park,August,2015,email,TRUE,2006,FALSE,7
4658,ADULT,7,3,60 to 64 years,Noe Valley/Sally Brunn,July,2015,email,TRUE,2008,FALSE,8
4659,WELCOME,1,2,25 to 34 years,Main Library,March,2014,email,TRUE,2014,FALSE,4
4660,SENIOR,7,0,65 to 74 years,Chinatown,February,2014,print,FALSE,2014,FALSE,10
4661,ADULT,179,244,55 to 59 years,Sunset,April,2015,email,TRUE,2003,FALSE,4
4662,ADULT,102,137,35 to 44 years,Sunset,June,2016,email,TRUE,2012,FALSE,5
4663,ADULT,3,0,20 to 24 years,Main Library,April,2015,email,TRUE,2015,FALSE,6
4664,ADULT,3466,2360,45 to 54 years,Visitacion Valley,July,2016,print,FALSE,2003,FALSE,10
4665,ADULT,0,0,45 to 54 years,Marina,None,None,email,TRUE,2012,TRUE,
4666,ADULT,0,0,45 to 54 years,Marina,None,None,email,TRUE,2012,TRUE,
4667,ADULT,0,0,45 to 54 years,Marina,None,None,email,TRUE,2012,TRUE,
4668,ADULT,0,0,45 to 54 years,Marina,None,None,email,TRUE,2012,TRUE,
4669,ADULT,0,0,45 to 54 years,Marina,None,None,email,TRUE,2012,TRUE,
4670,ADULT,15,14,35 to 44 years,Sunset,May,2016,email,TRUE,2003,FALSE,4
4671,ADULT,44,2,25 to 34 years,Excelsior,July,2015,email,TRUE,2010,FALSE,11
4672,ADULT,58,35,60 to 64 years,Chinatown,April,2016,email,TRUE,2012,TRUE,
4673,WELCOME,0,0,20 to 24 years,Marina,None,None,email,TRUE,2015,FALSE,
4674,ADULT,1578,112,60 to 64 years,Richmond,July,2016,email,TRUE,2003,FALSE,
4675,ADULT,2,0,35 to 44 years,West Portal,January,2014,email,TRUE,2013,TRUE,
4676,ADULT,3,1,25 to 34 years,Marina,September,2014,email,TRUE,2012,FALSE,7
4677,ADULT,10,3,25 to 34 years,Main Library,January,2015,email,TRUE,2011,FALSE,
4678,ADULT,893,474,20 to 24 years,Sunset,November,2015,email,TRUE,2003,FALSE,1
4679,ADULT,11,3,45 to 54 years,Main Library,April,2016,email,TRUE,2003,FALSE,10
4680,ADULT,12,4,35 to 44 years,Portola,November,2013,email,TRUE,2009,TRUE,
4681,ADULT,167,53,55 to 59 years,Anza,July,2016,email,TRUE,2003,FALSE,1
4682,ADULT,3,1,20 to 24 years,North Beach,February,2014,email,TRUE,2014,FALSE,3
4683,ADULT,34,13,25 to 34 years,Main Library,January,2016,email,TRUE,2011,FALSE,
4684,ADULT,97,232,45 to 54 years,Noe Valley/Sally Brunn,July,2016,email,TRUE,2004,FALSE,8
4685,ADULT,23,9,35 to 44 years,Sunset,October,2015,email,TRUE,2011,FALSE,5
4686,ADULT,22,0,20 to 24 years,Bernal Heights,January,2014,email,TRUE,2011,FALSE,9
4687,ADULT,687,214,60 to 64 years,Presidio,February,2016,email,TRUE,2007,FALSE,2
4688,ADULT,1,1,45 to 54 years,Main Library,May,2016,email,TRUE,2016,FALSE,8
4689,WELCOME,6,2,25 to 34 years,Main Library,February,2016,email,TRUE,2014,TRUE,
4690,SENIOR,3,0,65 to 74 years,Main Library,August,2012,print,FALSE,2008,FALSE,8
4691,SENIOR,2,3,65 to 74 years,Library on Wheels,June,2014,print,FALSE,2014,FALSE,2
4692,ADULT,9,2,25 to 34 years,Richmond,July,2013,email,TRUE,2003,FALSE,10
4693,ADULT,0,0,55 to 59 years,Marina,June,2014,email,TRUE,2012,TRUE,
4694,SENIOR,726,560,65 to 74 years,Merced,November,2015,email,TRUE,2003,FALSE,7
4695,ADULT,0,0,55 to 59 years,Main Library,July,2016,email,TRUE,2012,TRUE,
4696,ADULT,530,3,45 to 54 years,Main Library,January,2014,email,TRUE,2003,FALSE,6
4697,SENIOR,0,0,65 to 74 years,Merced,None,None,email,TRUE,2013,FALSE,11
4698,ADULT,6,0,25 to 34 years,Ortega,July,2016,email,TRUE,2016,FALSE,1
4699,ADULT,99,17,45 to 54 years,Main Library,July,2016,email,TRUE,2003,FALSE,1
4700,ADULT,692,267,45 to 54 years,Potrero,July,2015,email,TRUE,2003,FALSE,10
4701,ADULT,4,2,25 to 34 years,Western Addition,September,2015,email,TRUE,2015,FALSE,5
4702,ADULT,94,15,45 to 54 years,Chinatown,April,2013,phone,FALSE,2003,FALSE,3
4703,ADULT,0,0,20 to 24 years,Visitacion Valley,None,None,phone,TRUE,2014,FALSE,10
4704,ADULT,56,32,55 to 59 years,Presidio,June,2016,phone,TRUE,2004,FALSE,
4705,ADULT,0,0,25 to 34 years,Noe Valley/Sally Brunn,None,None,print,FALSE,2016,FALSE,8
4706,ADULT,0,0,25 to 34 years,Noe Valley/Sally Brunn,None,None,print,FALSE,2016,FALSE,8
4707,ADULT,0,0,25 to 34 years,Noe Valley/Sally Brunn,None,None,print,FALSE,2016,FALSE,8
4708,ADULT,6,6,35 to 44 years,Main Library,February,2016,email,TRUE,2015,FALSE,6
4709,ADULT,1,0,35 to 44 years,Bernal Heights,January,2015,email,TRUE,2014,FALSE,9
4710,SENIOR,59,4,65 to 74 years,Bernal Heights,March,2016,print,FALSE,2004,FALSE,9
4711,TEACHER CARD,172,79,25 to 34 years,Bayview/Linda Brooks-Burton,July,2016,phone,TRUE,2014,FALSE,
4712,ADULT,32,0,45 to 54 years,Mission,July,2016,phone,FALSE,2003,FALSE,6
4713,ADULT,156,40,45 to 54 years,Marina,July,2014,email,TRUE,2003,FALSE,2
4714,ADULT,6,0,25 to 34 years,Main Library,May,2016,email,TRUE,2012,FALSE,5
4715,ADULT,463,166,45 to 54 years,Presidio,May,2016,phone,FALSE,2003,FALSE,2
4716,ADULT,269,94,25 to 34 years,Marina,August,2013,email,TRUE,2009,FALSE,3
4717,ADULT,6,4,35 to 44 years,Main Library,September,2014,email,TRUE,2010,FALSE,10
4718,SENIOR,1101,46,65 to 74 years,Ortega,July,2016,email,TRUE,2011,FALSE,7
4719,ADULT,17,0,35 to 44 years,Marina,December,2013,print,FALSE,2013,FALSE,2
4720,ADULT,12,7,35 to 44 years,Richmond,June,2016,email,TRUE,2010,FALSE,1
4721,ADULT,363,0,60 to 64 years,Main Library,December,2013,phone,FALSE,2007,FALSE,6
4722,ADULT,11,10,20 to 24 years,Park,February,2015,email,TRUE,2014,FALSE,1
4723,ADULT,3,0,35 to 44 years,Glen Park,January,2016,email,TRUE,2016,TRUE,
4724,ADULT,11,0,25 to 34 years,Chinatown,October,2012,email,TRUE,2012,TRUE,
4725,ADULT,1,0,20 to 24 years,Visitacion Valley,September,2014,email,TRUE,2014,FALSE,
4726,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,phone,FALSE,2013,FALSE,10
4727,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,phone,FALSE,2013,FALSE,10
4728,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,phone,FALSE,2013,FALSE,10
4729,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,phone,FALSE,2013,FALSE,10
4730,SENIOR,18,0,65 to 74 years,Anza,September,2015,phone,TRUE,2003,FALSE,
4731,ADULT,313,126,25 to 34 years,Richmond,July,2013,email,TRUE,2009,FALSE,2
4732,ADULT,8,14,45 to 54 years,Presidio,June,2016,email,TRUE,2014,TRUE,
4733,ADULT,12,4,20 to 24 years,Anza,August,2013,email,TRUE,2008,FALSE,1
4734,ADULT,10,0,45 to 54 years,Main Library,November,2015,print,FALSE,2015,TRUE,
4735,ADULT,6,10,20 to 24 years,Glen Park,June,2015,email,TRUE,2014,TRUE,
4736,ADULT,1,0,25 to 34 years,Main Library,October,2013,print,FALSE,2013,FALSE,
4737,ADULT,90,1,20 to 24 years,Main Library,May,2015,email,TRUE,2014,FALSE,6
4738,ADULT,90,67,35 to 44 years,Ingleside,June,2016,phone,TRUE,2011,FALSE,7
4739,ADULT,5,2,35 to 44 years,Marina,February,2015,email,TRUE,2014,FALSE,5
4740,ADULT,37,50,25 to 34 years,Main Library,October,2013,email,TRUE,2010,FALSE,7
4741,SENIOR,16,3,65 to 74 years,Main Library,January,2016,email,TRUE,2003,TRUE,
4742,ADULT,11,1,20 to 24 years,Excelsior,November,2014,email,TRUE,2007,FALSE,
4743,ADULT,4,4,35 to 44 years,Marina,November,2014,email,TRUE,2014,FALSE,2
4744,ADULT,39,0,25 to 34 years,Portola,December,2015,email,TRUE,2010,FALSE,9
4745,ADULT,10,4,25 to 34 years,Main Library,May,2014,email,TRUE,2014,FALSE,7
4746,ADULT,3,6,55 to 59 years,Main Library,May,2014,email,TRUE,2010,FALSE,
4747,ADULT,39,58,35 to 44 years,Mission,August,2010,email,TRUE,2010,FALSE,9
4748,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,FALSE,10
4749,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,FALSE,10
4750,SENIOR,0,0,65 to 74 years,Bayview/Linda Brooks-Burton,None,None,print,FALSE,2015,FALSE,10
4751,ADULT,5,0,25 to 34 years,Sunset,November,2014,phone,TRUE,2008,FALSE,4
4752,ADULT,539,363,25 to 34 years,Anza,July,2016,email,TRUE,2006,FALSE,4
4753,ADULT,2,1,20 to 24 years,Main Library,May,2013,email,TRUE,2013,FALSE,6
4754,ADULT,0,0,25 to 34 years,Mission,None,None,phone,FALSE,2014,FALSE,8
4755,ADULT,0,0,25 to 34 years,Mission,None,None,phone,FALSE,2014,FALSE,8
4756,ADULT,77,95,25 to 34 years,Main Library,July,2013,phone,TRUE,2007,FALSE,1
4757,ADULT,1652,966,25 to 34 years,Bernal Heights,July,2016,email,TRUE,2003,FALSE,9
4758,ADULT,42,69,45 to 54 years,Presidio,June,2014,email,TRUE,2007,FALSE,2
4759,ADULT,10,0,35 to 44 years,Ingleside,December,2014,phone,FALSE,2011,FALSE,7
4760,SENIOR,157,18,65 to 74 years,Visitacion Valley,July,2016,email,TRUE,2011,FALSE,10
4761,ADULT,15,26,25 to 34 years,Excelsior,April,2013,email,TRUE,2005,TRUE,
4762,ADULT,1,0,25 to 34 years,Merced,September,2012,email,TRUE,2012,TRUE,
4763,ADULT,326,121,45 to 54 years,Sunset,October,2013,email,TRUE,2010,FALSE,7
4764,ADULT,5,1,60 to 64 years,Excelsior,January,2016,email,TRUE,2003,FALSE,11
4765,ADULT,193,35,45 to 54 years,Mission,November,2015,email,TRUE,2006,FALSE,5
4766,ADULT,77,0,20 to 24 years,Ortega,April,2016,email,TRUE,2016,FALSE,4
4767,ADULT,44,13,35 to 44 years,Sunset,January,2014,email,TRUE,2012,FALSE,4
4768,ADULT,11,0,20 to 24 years,Eureka Valley/Harvey Milk Memorial,October,2014,email,TRUE,2010,FALSE,5
4769,ADULT,0,0,60 to 64 years,Visitacion Valley,None,None,phone,FALSE,2012,FALSE,10
4770,ADULT,67,14,25 to 34 years,Main Library,May,2016,email,TRUE,2015,FALSE,1
